"PCC","AverageWeight","Year"
"30012200",NA,"1997"
"30011350",6,"1998"
"30011370",6,"2003"
"30011370",6,"1999"
"30011370",6,"1998"
"30011370",6,"1996"
"30011370",6,"2000"
"30011350",6,"1994"
"30011350",6,"1995"
"30011350",6,"1993"
"30011350",6,"1997"
"30011370",6,"2002"
"30011350",6,"1999"
"30011350",6,"2000"
"30011350",6,"2001"
"30011350",6,"2002"
"30011350",6,"2003"
"30011350",6,"2004"
"30011350",6,"2005"
"30011350",6,"2006"
"30011350",6,"2007"
"30011370",6,"1997"
"30011370",6,"2001"
"30011350",6,"1996"
"27512850",3.38,"2009"
"27512850",3.38,"2008"
"29712850",3.38,"1994"
"29712850",3.38,"2006"
"29712850",3.38,"2007"
"29712850",3.38,"1993"
"29712850",3.38,"1995"
"29712850",3.38,"1996"
"29712850",3.38,"1997"
"29712850",3.38,"1998"
"29712850",3.38,"2000"
"29712850",3.38,"2001"
"29712850",3.38,"2002"
"29712850",3.38,"2005"
"29712850",3.38,"2003"
"29712850",3.38,"2004"
"29712850",3.38,"1999"
"30011200",6.38,"2003"
"30011200",6.38,"2006"
"30011200",6.38,"2004"
"30011200",6.38,"2007"
"30011200",6.38,"2005"
"29711350",NA,"1998"
"29711350",NA,"1999"
"29711350",NA,"2000"
"29711350",NA,"2007"
"29711350",NA,"1997"
"28942230",NA,"2008"
"28942230",NA,"2009"
"29711350",NA,"2001"
"29711350",NA,"2002"
"29711350",NA,"2003"
"29711350",NA,"2004"
"29711350",NA,"2006"
"29711330",NA,"2004"
"29711350",NA,"2005"
"29711330",NA,"1999"
"29711330",NA,"1993"
"29711330",NA,"1994"
"29711330",NA,"1995"
"29711330",NA,"1996"
"29711330",NA,"2006"
"29711330",NA,"1998"
"29711350",NA,"1996"
"29711330",NA,"2000"
"29711330",NA,"2001"
"29711330",NA,"2002"
"29711330",NA,"2003"
"29711330",NA,"2005"
"29711330",NA,"2007"
"29711350",NA,"1993"
"29711350",NA,"1994"
"29711350",NA,"1995"
"29711330",NA,"1997"
"32302079",7.7,"2007"
"32302030",7.7,"2007"
"32302020",7.7,"2007"
"33403550",7.7,"1993"
"33206530",7.7,"2006"
"33403590",7.7,"1995"
"33206530",7.7,"2000"
"33206530",7.7,"1999"
"33206530",7.7,"1998"
"33206530",7.7,"1997"
"33206530",7.7,"1996"
"33206530",7.7,"1995"
"33206530",7.7,"1994"
"33206530",7.7,"1993"
"33206530",7.7,"2002"
"33403590",7.7,"2006"
"33206530",7.7,"2003"
"33403590",7.7,"2004"
"32302060",NA,"1993"
"33403590",7.7,"2002"
"33403590",7.7,"2001"
"33403590",7.7,"2000"
"33403590",7.7,"1999"
"33403590",7.7,"1998"
"33403590",7.7,"1997"
"33403590",7.7,"1996"
"33403590",7.7,"2007"
"33403550",7.7,"2000"
"26403420",7.7,"2009"
"26403420",7.7,"2008"
"26402090",NA,"2009"
"26402090",NA,"2008"
"33403550",7.7,"2007"
"33403550",7.7,"2006"
"33403550",7.7,"2005"
"33403550",7.7,"2004"
"33403550",7.7,"2003"
"33206530",7.7,"2001"
"33403550",7.7,"2001"
"33403590",7.7,"2003"
"33403550",7.7,"1999"
"33403550",7.7,"1998"
"33403550",7.7,"1997"
"33403550",7.7,"1996"
"33403550",7.7,"1995"
"33403550",7.7,"1994"
"33206530",7.7,"2007"
"33206530",7.7,"2005"
"33206530",7.7,"2004"
"33403550",7.7,"2002"
"32302060",NA,"2007"
"32302060",NA,"1994"
"32302060",NA,"1995"
"32302060",NA,"1996"
"32302060",NA,"1997"
"32302060",NA,"1998"
"32302060",NA,"1999"
"32302060",NA,"2000"
"32302060",NA,"2001"
"32302060",NA,"2002"
"32302060",NA,"2003"
"32302060",NA,"2004"
"33403590",7.7,"2005"
"32302060",NA,"2006"
"33403590",7.7,"1994"
"33403590",7.7,"1993"
"32302060",NA,"2005"
"29711550",7.96,"2005"
"29711550",7.96,"1993"
"29711550",7.96,"1994"
"29711550",7.96,"1995"
"29711550",7.96,"1996"
"29711550",7.96,"1997"
"29711550",7.96,"1998"
"29711550",7.96,"1999"
"29711550",7.96,"2000"
"29711550",7.96,"2001"
"29711550",7.96,"2002"
"29711550",7.96,"2004"
"29711550",7.96,"2006"
"29711550",7.96,"2007"
"27511580",7.96,"2009"
"27511580",7.96,"2008"
"29711550",7.96,"2003"
"29322010",15.2,"2005"
"29322010",15.2,"2006"
"28304010",15.2,"2008"
"28304010",15.2,"2009"
"29322010",15.2,"2007"
"29322010",15.2,"1993"
"29322010",15.2,"2003"
"29322010",15.2,"2002"
"29322010",15.2,"2004"
"29322010",15.2,"1997"
"29322010",15.2,"1995"
"29322010",15.2,"1996"
"29322010",15.2,"1999"
"29322010",15.2,"2000"
"29322010",15.2,"2001"
"29322010",15.2,"1994"
"29322010",15.2,"1998"
"28252050",NA,"2010"
"28252030",0.53,"2010"
"28251390",NA,"2010"
"28251335",140,"2010"
"28251333",128,"2010"
"28251270",33.72,"2010"
"28251250",26.7,"2010"
"28251240",33.72,"2010"
"28251220",26.7,"2010"
"28241190",2.05,"2010"
"28241180",3.1,"2010"
"28241150",2.9,"2010"
"28241135",2.28,"2010"
"28241133",NA,"2010"
"28241127",3.64,"2010"
"28942270",NA,"2015"
"28942250",NA,"2015"
"26701300",NA,"2015"
"28241125",5.57,"2010"
"28241123",5.89,"2010"
"28241117",3.13,"2010"
"28241115",5.7,"2010"
"28241113",3.55,"2010"
"28232200",NA,"2010"
"28232100",NA,"2010"
"28231300",2,"2010"
"28231200",0.2,"2010"
"27903154",NA,"2010"
"27903145",NA,"2010"
"27903118",14,"2010"
"27903109",NA,"2010"
"27902080",6.5,"2010"
"27902050",NA,"2010"
"27902020",NA,"2010"
"27512900",NA,"2010"
"27512890",7.1,"2010"
"27512850",3.38,"2010"
"27512835",6.7,"2010"
"27512833",9,"2010"
"27512700",22.9,"2010"
"27512650",4,"2010"
"27512630",17.2,"2010"
"27512570",0.5,"2010"
"27512550",1.61,"2010"
"27512530",1.01,"2010"
"27512490",3.36,"2010"
"27512450",1.54,"2010"
"27512430",3.96,"2010"
"27512370",1.5,"2010"
"27512350",1.57,"2010"
"27512330",NA,"2010"
"27512315",0.4,"2010"
"27512313",0.6,"2010"
"27512200",0.52,"2010"
"27511580",7.96,"2010"
"27511530",2.9,"2010"
"27511400",1.81,"2010"
"27511200",NA,"2010"
"27511170",NA,"2010"
"27511150",NA,"2010"
"27511135",NA,"2010"
"27511133",NA,"2010"
"27511110",69,"2010"
"27403930",NA,"2010"
"27403910",NA,"2010"
"27403300",NA,"2010"
"27403200",0.4,"2010"
"27402500",NA,"2010"
"27402400",0.6,"2010"
"27402200",0.6,"2010"
"27402100",NA,"2010"
"27401570",0.12,"2010"
"27401550",0.12,"2010"
"27401530",0.11,"2010"
"27401510",0.12,"2010"
"27401490",0.12,"2010"
"27401460",NA,"2010"
"27401300",NA,"2010"
"27401295",NA,"2010"
"27401293",NA,"2010"
"27401250",NA,"2010"
"27401100",NA,"2010"
"27115040",1.54,"2010"
"269900Z0",NA,"2010"
"26701550",NA,"2010"
"26701530",NA,"2010"
"26701400",0.5,"2010"
"26701250",0.5,"2010"
"26601280",0.75,"2010"
"26601230",NA,"2010"
"26522830",NA,"2010"
"26517015",0.15,"2010"
"26516670",NA,"2010"
"26516650",NA,"2010"
"26516370",NA,"2010"
"26516255",NA,"2010"
"26516210",NA,"2010"
"26515383",NA,"2010"
"26515381",NA,"2010"
"26515313",NA,"2010"
"26515283",NA,"2010"
"26515271",NA,"2010"
"26515239",NA,"2010"
"26515235",NA,"2010"
"26515175",NA,"2010"
"26515135",NA,"2010"
"26514555",NA,"2010"
"26514330",NA,"2010"
"26511239",NA,"2010"
"26511235",NA,"2010"
"26511215",NA,"2010"
"26406000",2,"2010"
"26404400",NA,"2010"
"26404370",3.8,"2010"
"26404359",3.21,"2010"
"26404355",NA,"2010"
"26404239",NA,"2010"
"26404237",NA,"2010"
"26404235",NA,"2010"
"26404100",NA,"2010"
"26403480",NA,"2010"
"26403460",NA,"2010"
"26403440",NA,"2010"
"26403420",7.7,"2010"
"26403100",2.4,"2010"
"26402090",NA,"2010"
"26305080",NA,"2010"
"26305020",NA,"2010"
"26302340",NA,"2010"
"26302330",0.5,"2010"
"26302200",0.09,"2010"
"26302100",0.45,"2010"
"26301300",0.66,"2010"
"26301200",NA,"2010"
"26301100",NA,"2010"
"26203000",NA,"2010"
"26201800",10.32,"2010"
"26201640",10.32,"2010"
"26201500",9.39,"2010"
"26201400",9.5,"2010"
"26201300",8,"2010"
"26201200",NA,"2010"
"26201100",NA,"2010"
"26123000",0.003,"2010"
"26122000",0.4,"2010"
"26521200",0.08,"2008"
"26521200",0.08,"2009"
"26521200",0.08,"2010"
"27512690",4.2,"2008"
"27512690",4.2,"2009"
"27512690",4.2,"2010"
"27512170",1.5,"2008"
"27512170",1.5,"2009"
"27512170",1.5,"2010"
"26521400",NA,"2008"
"26521400",NA,"2009"
"26521400",NA,"2010"
"28991490",110.6,"2008"
"28991490",110.6,"2009"
"28991490",110.6,"2010"
"27904070",51.9,"2010"
"30021640",10.32,"2007"
"26403300",2.79,"2009"
"26403300",2.79,"2010"
"299900Z0",NA,"2011"
"29312310",NA,"2011"
"28993975",NA,"2011"
"28993960",51.9,"2011"
"28942270",NA,"2011"
"28942250",NA,"2011"
"26701300",NA,"2011"
"28942230",NA,"2011"
"28942130",45.75,"2011"
"28931560",NA,"2011"
"28304010",15.2,"2011"
"28295000",NA,"2011"
"28294350",NA,"2011"
"28294330",NA,"2011"
"28252070",0.53,"2011"
"26404270",NA,"2011"
"26521100",0.08,"2011"
"32201400",5,"2011"
"28252050",NA,"2011"
"28252030",0.53,"2011"
"28251390",NA,"2011"
"28251335",140,"2011"
"28251333",128,"2011"
"28251270",33.72,"2011"
"28251250",26.7,"2011"
"28251240",33.72,"2011"
"28251220",26.7,"2011"
"28241190",2.05,"2011"
"28241180",3.1,"2011"
"28241150",2.9,"2011"
"28241135",2.28,"2011"
"28241133",NA,"2011"
"28241127",3.64,"2011"
"28241125",5.57,"2011"
"28241123",5.89,"2011"
"28241117",3.13,"2011"
"28241115",5.7,"2011"
"28241113",3.55,"2011"
"28232200",NA,"2011"
"28232100",NA,"2011"
"28231300",2,"2011"
"28231200",0.2,"2011"
"27903154",NA,"2011"
"27903145",NA,"2011"
"27903118",14,"2011"
"27903109",NA,"2011"
"27902080",6.5,"2011"
"27902050",NA,"2011"
"27902020",NA,"2011"
"27512900",NA,"2011"
"27512890",7.1,"2011"
"27512850",3.38,"2011"
"27512700",22.9,"2011"
"27512650",4,"2011"
"27512630",17.2,"2011"
"27512530",1.01,"2011"
"27512490",3.36,"2011"
"27512450",1.54,"2011"
"27512430",3.96,"2011"
"27512370",1.5,"2011"
"27512350",1.57,"2011"
"27512330",NA,"2011"
"27512315",0.4,"2011"
"27512200",0.52,"2011"
"27511580",7.96,"2011"
"27511530",2.9,"2011"
"27511400",1.81,"2011"
"27511200",NA,"2011"
"27511170",NA,"2011"
"27511150",NA,"2011"
"27511135",NA,"2011"
"27511133",NA,"2011"
"27511110",69,"2011"
"27403930",NA,"2011"
"27403910",NA,"2011"
"27403300",NA,"2011"
"27403200",0.4,"2011"
"27402500",NA,"2011"
"27402400",0.6,"2011"
"27402200",0.6,"2011"
"27402100",NA,"2011"
"27401570",0.12,"2011"
"27401550",0.12,"2011"
"27401530",0.11,"2011"
"27401510",0.12,"2011"
"27401490",0.12,"2011"
"27401460",NA,"2011"
"27401300",NA,"2011"
"27401295",NA,"2011"
"27401293",NA,"2011"
"27401250",NA,"2011"
"27401100",NA,"2011"
"27115040",1.54,"2011"
"269900Z0",NA,"2011"
"26701550",NA,"2011"
"26701530",NA,"2011"
"26701400",0.5,"2011"
"26701250",0.5,"2011"
"26601280",0.75,"2011"
"26601230",NA,"2011"
"26522830",NA,"2011"
"26517015",0.15,"2011"
"26516670",NA,"2011"
"26516650",NA,"2011"
"26516370",NA,"2011"
"26516255",NA,"2011"
"26516210",NA,"2011"
"26515383",NA,"2011"
"26515381",NA,"2011"
"26515313",NA,"2011"
"26515283",NA,"2011"
"26515271",NA,"2011"
"26515239",NA,"2011"
"26515235",NA,"2011"
"26515175",NA,"2011"
"26515135",NA,"2011"
"26514555",NA,"2011"
"26514330",NA,"2011"
"26511239",NA,"2011"
"26511235",NA,"2011"
"26511215",NA,"2011"
"26406000",2,"2011"
"26404400",NA,"2011"
"26404370",3.8,"2011"
"26404359",3.21,"2011"
"26404355",NA,"2011"
"26404239",NA,"2011"
"26404237",NA,"2011"
"26404235",NA,"2011"
"26404100",NA,"2011"
"26403480",NA,"2011"
"26403460",NA,"2011"
"26403440",NA,"2011"
"26403420",7.7,"2011"
"26403100",2.4,"2011"
"26402090",NA,"2011"
"26305080",NA,"2011"
"26305020",NA,"2011"
"26302340",NA,"2011"
"26302330",0.5,"2011"
"26302200",0.09,"2011"
"26302100",0.45,"2011"
"26301300",0.66,"2011"
"26301200",NA,"2011"
"26301100",NA,"2011"
"26203000",NA,"2011"
"26201800",10.32,"2011"
"26201640",10.32,"2011"
"26201500",9.39,"2011"
"26201400",9.5,"2011"
"26201300",8,"2011"
"26201200",NA,"2011"
"26201100",NA,"2011"
"26123000",0.003,"2011"
"26122000",0.4,"2011"
"26521200",0.08,"2011"
"27512690",4.2,"2011"
"27512170",1.5,"2011"
"26521400",NA,"2011"
"28991490",110.6,"2011"
"27904070",51.9,"2011"
"26403300",2.79,"2011"
"27512830",4.3,"2011"
"32105237",17,"2007"
"32105237",17,"2006"
"32105237",17,"2005"
"32105237",17,"2004"
"32105237",17,"2003"
"32105237",17,"2002"
"32105237",17,"2001"
"32105237",17,"2000"
"32105237",17,"1999"
"32105237",17,"1998"
"32105237",17,"1997"
"32105237",17,"1996"
"32105237",17,"1995"
"26112240",17,"2008"
"26112240",17,"2009"
"26112240",17,"2010"
"26112240",17,"2011"
"299900Z1",NA,"2012"
"29312310",NA,"2012"
"28942270",NA,"2012"
"28942250",NA,"2012"
"26701300",NA,"2012"
"28942230",NA,"2012"
"28942130",45.75,"2012"
"28931560",NA,"2012"
"28304010",15.2,"2012"
"28295000",NA,"2012"
"28294350",NA,"2012"
"28294330",NA,"2012"
"28252070",0.53,"2012"
"26404270",NA,"2012"
"26521100",0.08,"2012"
"32201400",5,"2012"
"28252050",NA,"2012"
"28252030",0.53,"2012"
"28251390",NA,"2012"
"28251335",140,"2012"
"28251333",128,"2012"
"28251270",33.72,"2012"
"28251250",26.7,"2012"
"28251240",33.72,"2012"
"28251220",26.7,"2012"
"28241190",2.05,"2012"
"28241180",3.1,"2012"
"28241150",2.9,"2012"
"28241120",2.28,"2012"
"28241127",3.64,"2012"
"28241125",5.57,"2012"
"28241123",5.89,"2012"
"28241117",3.13,"2012"
"28241115",5.7,"2012"
"28241113",3.55,"2012"
"28232200",NA,"2012"
"28232100",NA,"2012"
"28231300",2,"2012"
"28231200",0.2,"2012"
"27903154",NA,"2012"
"27903145",NA,"2012"
"27903118",14,"2012"
"27903109",NA,"2012"
"27902080",6.5,"2012"
"27902050",NA,"2012"
"27902020",NA,"2012"
"27512900",NA,"2012"
"27512890",7.1,"2012"
"27512850",3.38,"2012"
"27512700",22.9,"2012"
"27512650",4,"2012"
"27512630",17.2,"2012"
"27512530",1.01,"2012"
"27512490",3.36,"2012"
"27512450",1.54,"2012"
"27512430",3.96,"2012"
"27512370",1.5,"2012"
"27512350",1.57,"2012"
"27512330",NA,"2012"
"27512200",0.52,"2012"
"27511580",7.96,"2012"
"27511530",2.9,"2012"
"27511400",1.81,"2012"
"27511200",NA,"2012"
"27511170",NA,"2012"
"27511150",NA,"2012"
"27511135",NA,"2012"
"27511133",NA,"2012"
"27511110",69,"2012"
"27403930",NA,"2012"
"27403910",NA,"2012"
"27403300",NA,"2012"
"27403200",0.4,"2012"
"27402500",NA,"2012"
"27402400",0.6,"2012"
"27402200",0.6,"2012"
"27402100",NA,"2012"
"27401570",0.12,"2012"
"27401550",0.12,"2012"
"27401530",0.11,"2012"
"27401510",0.12,"2012"
"27401490",0.12,"2012"
"27401460",NA,"2012"
"27401300",NA,"2012"
"27401295",NA,"2012"
"27401293",NA,"2012"
"27401250",NA,"2012"
"27401100",NA,"2012"
"27115040",1.54,"2012"
"269900Z0",NA,"2012"
"26701500",NA,"2012"
"26701400",0.5,"2012"
"26701250",0.5,"2012"
"26601280",0.75,"2012"
"26601230",NA,"2012"
"26517015",0.15,"2012"
"26516670",NA,"2012"
"26516650",NA,"2012"
"26516370",NA,"2012"
"26516255",NA,"2012"
"26516210",NA,"2012"
"26515383",NA,"2012"
"26515381",NA,"2012"
"26515313",NA,"2012"
"26515283",NA,"2012"
"26515271",NA,"2012"
"26515239",NA,"2012"
"26515235",NA,"2012"
"26515175",NA,"2012"
"26515135",NA,"2012"
"26514555",NA,"2012"
"26514330",NA,"2012"
"26511239",NA,"2012"
"26511235",NA,"2012"
"26511215",NA,"2012"
"26406050",2,"2012"
"26404400",NA,"2012"
"26404370",3.8,"2012"
"26404359",3.21,"2012"
"26404355",NA,"2012"
"26404239",NA,"2012"
"26404237",NA,"2012"
"26404235",NA,"2012"
"26404100",NA,"2012"
"26403480",NA,"2012"
"26403460",NA,"2012"
"26403440",NA,"2012"
"26403420",7.7,"2012"
"26403100",2.4,"2012"
"26402090",NA,"2012"
"26305080",NA,"2012"
"26305020",NA,"2012"
"26302340",NA,"2012"
"26302330",0.5,"2012"
"26302200",0.09,"2012"
"26302100",0.45,"2012"
"26301300",0.66,"2012"
"26301200",NA,"2012"
"26301100",NA,"2012"
"26203000",NA,"2012"
"26201800",10.32,"2012"
"26201640",10.32,"2012"
"26201500",9.39,"2012"
"26201400",9.5,"2012"
"26201300",8,"2012"
"26201200",NA,"2012"
"26201100",NA,"2012"
"26123000",0.003,"2012"
"26122000",0.4,"2012"
"26521200",0.08,"2012"
"27512690",4.2,"2012"
"27512170",1.5,"2012"
"26521400",NA,"2012"
"28991490",110.6,"2012"
"27904070",51.9,"2012"
"26403300",2.79,"2012"
"27512830",4.3,"2012"
"26112240",17,"2012"
"28241133",NA,"2012"
"28241185",NA,"2012"
"299900Z1",NA,"2013"
"29312310",NA,"2013"
"28942270",NA,"2013"
"28942250",NA,"2013"
"26701300",NA,"2013"
"28942230",NA,"2013"
"28942130",45.75,"2013"
"28931560",NA,"2013"
"28304010",15.2,"2013"
"28295000",NA,"2013"
"28294350",NA,"2013"
"28294330",NA,"2013"
"28252070",0.53,"2013"
"26404270",NA,"2013"
"26521100",0.08,"2013"
"28942230",NA,"2015"
"28942130",45.75,"2015"
"28931560",NA,"2015"
"28304010",15.2,"2015"
"28295000",NA,"2015"
"28294350",NA,"2015"
"28294330",NA,"2015"
"28252070",0.53,"2015"
"26404270",NA,"2015"
"26521100",0.08,"2015"
"32201400",5,"2015"
"28252050",NA,"2015"
"28252030",0.53,"2015"
"28251390",NA,"2015"
"28251335",140,"2015"
"28251333",128,"2015"
"28251270",33.72,"2015"
"28251250",26.7,"2015"
"28251240",33.72,"2015"
"28251220",26.7,"2015"
"28241190",2.05,"2015"
"28241180",3.1,"2015"
"28241150",2.9,"2015"
"28241120",2.28,"2015"
"28241127",3.64,"2015"
"28241125",5.57,"2015"
"28241123",5.89,"2015"
"28241117",3.13,"2015"
"28241115",5.7,"2015"
"28241113",3.55,"2015"
"28232200",NA,"2015"
"28232100",NA,"2015"
"28231300",2,"2015"
"28231200",0.2,"2015"
"27903154",NA,"2015"
"27903145",NA,"2015"
"27903118",14,"2015"
"27903109",NA,"2015"
"27902080",6.5,"2015"
"27902050",NA,"2015"
"27902020",NA,"2015"
"27512900",NA,"2015"
"27512890",7.1,"2015"
"27512850",3.38,"2015"
"27512700",22.9,"2015"
"27512650",4,"2015"
"27512630",17.2,"2015"
"27512530",1.01,"2015"
"27512490",3.36,"2015"
"27512450",1.54,"2015"
"27512430",3.96,"2015"
"27512370",1.5,"2015"
"27512350",1.57,"2015"
"27512330",NA,"2015"
"27512200",0.52,"2015"
"27511580",7.96,"2015"
"27511530",2.9,"2015"
"27511400",1.81,"2015"
"27511200",NA,"2015"
"27511170",NA,"2015"
"27511150",NA,"2015"
"27511135",NA,"2015"
"27511133",NA,"2015"
"27511110",69,"2015"
"27403930",NA,"2015"
"27403910",NA,"2015"
"27403300",NA,"2015"
"27403200",0.4,"2015"
"27402500",NA,"2015"
"27402400",0.6,"2015"
"27402200",0.6,"2015"
"27402100",NA,"2015"
"27401570",0.12,"2015"
"27401550",0.12,"2015"
"27401530",0.11,"2015"
"27401510",0.12,"2015"
"27401490",0.12,"2015"
"27401460",NA,"2015"
"27401300",NA,"2015"
"27401295",NA,"2015"
"27401293",NA,"2015"
"27401250",NA,"2015"
"27401100",NA,"2015"
"27115040",1.54,"2015"
"269900Z0",NA,"2015"
"26701500",NA,"2015"
"26701400",0.5,"2015"
"26701250",0.5,"2015"
"26601280",0.75,"2015"
"26601230",NA,"2015"
"26517015",0.15,"2015"
"26516670",NA,"2015"
"26516650",NA,"2015"
"26516370",NA,"2015"
"26516255",NA,"2015"
"26516210",NA,"2015"
"26515383",NA,"2015"
"26515381",NA,"2015"
"26515313",NA,"2015"
"26515283",NA,"2015"
"26515271",NA,"2015"
"26515239",NA,"2015"
"26515235",NA,"2015"
"26515175",NA,"2015"
"26515135",NA,"2015"
"26514555",NA,"2015"
"26514330",NA,"2015"
"26511239",NA,"2015"
"26511235",NA,"2015"
"26511215",NA,"2015"
"26406050",2,"2015"
"26404400",NA,"2015"
"26404370",3.8,"2015"
"26404359",3.21,"2015"
"26404355",NA,"2015"
"26404239",NA,"2015"
"26404237",NA,"2015"
"26404235",NA,"2015"
"26404100",NA,"2015"
"26403480",NA,"2015"
"26403460",NA,"2015"
"26403440",NA,"2015"
"26403420",7.7,"2015"
"26403100",2.4,"2015"
"26402090",NA,"2015"
"26305080",NA,"2015"
"26305020",NA,"2015"
"26302340",NA,"2015"
"26302330",0.5,"2015"
"26302200",0.09,"2015"
"26302100",0.45,"2015"
"26301300",0.66,"2015"
"26301200",NA,"2015"
"26301100",NA,"2015"
"26203000",NA,"2015"
"26201800",10.32,"2015"
"26201640",10.32,"2015"
"26201500",9.39,"2015"
"26201400",9.5,"2015"
"26201300",8,"2015"
"26201200",NA,"2015"
"26201100",NA,"2015"
"26123000",0.003,"2015"
"26122000",0.4,"2015"
"26521200",0.08,"2015"
"27512690",4.2,"2015"
"27512170",1.5,"2015"
"26521400",NA,"2015"
"28991490",110.6,"2015"
"27904070",51.9,"2015"
"26403300",2.79,"2015"
"27512830",4.3,"2015"
"26112240",17,"2015"
"28241133",NA,"2015"
"28241185",NA,"2015"
