CN,Unit
72285069,-
72285080,-
72286020,-
72286080,-
72287010,-
72287090,-
72288000,-
72292000,-
72299020,-
72299050,-
72299090,-
73011000,-
73012000,-
73021010,-
73021022,-
73021028,-
73021040,-
73021050,-
73021090,-
73023000,-
73024000,-
73029000,-
73030010,-
73030090,-
73041100,-
73041910,-
73041930,-
73041990,-
73042200,-
73042300,-
73042400,-
73042910,-
73042930,-
73042990,-
73043120,-
73043180,-
73043910,-
73043952,-
73043958,-
73043992,-
73043993,-
73043998,-
73044100,-
73044910,-
73044993,-
73044995,-
73044999,-
73045112,-
73045118,-
73045181,-
73045189,-
73045910,-
73045932,-
73045938,-
73045992,-
73045993,-
73045999,-
73049000,-
73051100,-
73051200,-
73051900,-
73052000,-
73053100,-
73053900,-
73059000,-
73061110,-
73061190,-
73061910,-
73061990,-
73062100,-
73062900,-
73063011,-
73063019,-
73063041,-
73063049,-
73063072,-
73063077,-
73063080,-
73064020,-
73064080,-
73065020,-
73065080,-
73066110,-
73066192,-
73066199,-
73066910,-
73066990,-
73069000,-
73071110,-
73071190,-
73071910,-
73071990,-
73072100,-
73072210,-
73072290,-
73072310,-
73072390,-
73072910,-
73072980,-
73079100,-
73079210,-
73079290,-
73079311,-
73079319,-
73079391,-
73079399,-
73079910,-
73079980,-
73081000,-
73082000,-
73083000,p/st
73084000,-
73089051,-
73089059,-
73089098,-
73090010,-
73090030,-
73090051,-
73090059,-
73090090,-
73101000,-
73102111,-
73102119,-
73102191,-
73102199,-
73102910,-
73102990,-
73110011,p/st
73110013,p/st
73110019,p/st
73110030,p/st
73110091,-
73110099,-
73121020,-
73121041,-
73121049,-
73121061,-
73121065,-
73121069,-
73121081,-
73121083,-
73121085,-
73121089,-
73121098,-
73129000,-
73130000,-
73141200,-
73141400,-
73141900,-
73142010,-
73142090,-
73143100,-
73143900,-
73144100,-
73144200,-
73144900,-
73145000,-
73151110,-
73151190,-
73151200,-
73151900,-
73152000,-
73158100,-
73158200,-
73158900,-
73159000,-
73160000,-
73170020,-
73170060,-
73170080,-
73181100,-
73181210,-
73181290,-
73181300,-
73181410,-
73181491,-
73181499,-
73181510,-
73181520,-
73181530,-
73181541,-
73181549,-
73181551,-
73181559,-
73181561,-
73181569,-
73181570,-
73181581,-
73181589,-
73181590,-
73181610,-
73181630,-
73181650,-
73181691,-
73181699,-
73181900,-
73182100,-
73182200,-
73182300,-
73182400,-
73182900,-
73194000,-
73199010,-
73199090,-
73201011,-
73201019,-
73201090,-
73202020,-
73202081,-
73202085,-
73202089,-
73209010,-
73209030,-
73209090,-
73211110,p/st
73211190,p/st
73211200,p/st
73211900,p/st
73218100,p/st
73218200,p/st
73218900,p/st
73219000,-
73221100,-
73221900,-
73229000,-
73231000,-
73239100,-
73239200,-
73239300,-
73239400,-
73239900,-
73241000,-
73242100,p/st
73242900,p/st
73249000,-
73251000,-
73259100,-
73259910,-
73259990,-
73261100,-
73261910,-
73261990,-
73262000,-
73269030,-
73269040,-
73269050,-
73269060,-
73269092,-
73269094,-
73269096,-
73269098,-
74010000,-
74020000,-
74031100,-
74031200,-
74031300,-
74031900,-
74032100,-
74032200,-
74032900,-
74040010,-
74040091,-
74040099,-
74050000,-
74061000,-
74062000,-
74071000,-
74072110,-
74072190,-
74072900,-
74081100,-
74081910,-
74081990,-
74082100,-
74082200,-
74082900,-
74091100,-
74091900,-
74092100,-
74092900,-
74093100,-
74093900,-
74094000,-
74099000,-
74101100,-
74101200,-
74102100,-
74102200,-
74111010,-
74111090,-
74112110,-
74112190,-
74112200,-
74112900,-
74121000,-
74122000,-
74130000,-
74151000,-
74152100,-
74152900,-
74153300,-
74153900,-
74181010,-
74181090,-
74182000,-
74191000,-
74199100,-
74199910,-
74199930,-
74199990,-
75011000,-
75012000,-
75021000,-
75022000,-
75030010,-
75030090,-
75040000,-
75051100,-
75051200,-
75052100,-
75052200,-
75061000,-
75062000,-
75071100,-
75071200,-
75072000,-
75081000,-
75089000,-
76011000,-
76012020,-
76012080,-
76020011,-
76020019,-
76020090,-
76031000,-
76032000,-
76041010,-
76041090,-
76042100,-
76042910,-
76042990,-
76051100,-
76051900,-
76052100,-
76052900,-
76061110,-
76061191,-
76061193,-
76061199,-
76061220,-
76061292,-
76061293,-
76061299,-
76069100,-
76069200,-
76071111,-
76071119,-
76071190,-
76071910,-
76071990,-
76072010,-
76072090,-
76081000,-
76082020,-
76082081,-
76082089,-
76090000,-
76101000,p/st
76109010,-
76109090,-
76110000,-
76121000,-
76129020,p/st
76129030,-
76129080,-
76130000,-
76141000,-
76149000,-
76151010,-
76151030,-
76151080,-
76152000,-
76161000,-
76169100,-
76169910,-
76169990,-
78011000,-
78019100,-
78019910,-
78019990,-
78020000,-
78041100,-
78041900,-
78042000,-
78060010,-
78060080,-
79011100,-
79011210,-
79011230,-
79011290,-
79012000,-
79020000,-
79031000,-
79039000,-
79040000,-
79050000,-
79070000,-
80011000,-
80012000,-
80020000,-
80030000,-
80070010,-
80070080,-
81011000,-
81019400,-
81019600,-
81019700,-
81019910,-
81019990,-
81021000,-
81029400,-
81029500,-
81029600,-
81029700,-
81029900,-
81032000,-
81033000,-
81039010,-
81039090,-
81041100,-
81041900,-
81042000,-
81043000,-
81049000,-
81052000,-
81053000,-
81059000,-
81060010,-
81060090,-
81072000,-
81073000,-
81079000,-
81082000,-
81083000,-
81089030,-
81089050,-
81089060,-
81089090,-
81092000,-
81093000,-
81099000,-
81101000,-
81102000,-
81109000,-
81110011,-
81110019,-
81110090,-
81121200,-
81121300,-
81121900,-
81122110,-
81122190,-
81122200,-
81122900,-
81125100,-
81125200,-
81125900,-
81129210,-
81129221,-
81129231,-
81129281,-
81129289,-
81129291,-
81129295,-
81129920,-
81129930,-
81129970,-
81130020,-
81130040,-
81130090,-
82011000,p/st
82013000,-
82014000,-
82015000,p/st
82016000,-
82019000,-
82021000,-
82022000,-
82023100,-
82023900,-
82024000,-
82029100,-
82029920,-
82029980,-
82031000,-
82032000,-
82033000,-
82034000,-
82041100,-
82041200,-
82042000,-
82051000,-
82052000,-
82053000,-
82054000,-
82055100,-
82055910,-
82055980,-
82056000,-
82057000,-
82059010,-
82059090,-
82060000,-
82071300,-
82071910,-
82071990,-
82072010,-
82072090,-
82073010,-
82073090,-
82074010,-
82074030,-
82074090,-
82075010,-
82075030,-
82075050,-
82075060,-
82075070,-
82075090,-
82076010,-
82076030,-
82076050,-
82076070,-
82076090,-
82077010,-
82077031,-
82077037,-
82077090,-
82078011,-
82078019,-
82078090,-
82079010,-
82079030,-
82079050,-
82079071,-
82079078,-
82079091,-
82079099,-
82081000,-
82082000,-
82083000,-
82084000,-
82089000,-
82090020,-
82090080,-
82100000,-
82111000,-
82119100,-
82119200,-
82119300,-
82119400,-
82119500,-
82121010,p/st
82121090,p/st
82122000,1000 p/st
82129000,-
82130000,-
82141000,-
82142000,-
82149000,-
82151020,-
82151030,-
82151080,-
82152010,-
82152090,-
82159100,-
82159910,-
82159990,-
83011000,-
83012000,-
83013000,-
83014011,-
83014019,-
83014090,-
83015000,-
83016000,-
83017000,-
83021000,-
83022000,-
83023000,-
83024110,-
83024150,-
83024190,-
83024200,-
83024900,-
83025000,-
83026000,-
83030040,-
83030090,-
83040000,-
83051000,-
83052000,-
83059000,-
83061000,-
83062100,-
83062900,-
83063000,-
83071000,-
83079000,-
83081000,-
83082000,-
83089000,-
83091000,-
83099010,-
83099090,-
83100000,-
83111000,-
83112000,-
83113000,-
83119000,-
84011000,-
84012000,-
84013000,gi F/S
84014000,-
84021100,-
84021200,-
84021910,-
84021990,-
84022000,-
84029000,-
84031010,-
84031090,-
84039010,-
84039090,-
84041000,-
84042000,-
84049000,-
84051000,-
84059000,-
84061000,-
84068100,-
84068200,-
84069010,-
84069090,-
84071000,p/st
84072110,p/st
84072191,p/st
84072199,p/st
84072900,p/st
84073100,p/st
84073210,p/st
84073290,p/st
84073320,p/st
84073380,p/st
84073410,p/st
84073430,p/st
84073491,p/st
84073499,p/st
84079010,p/st
84079050,p/st
84079080,p/st
84079090,p/st
84081011,p/st
84081019,p/st
84081023,p/st
84081027,p/st
84081031,p/st
84081039,p/st
84081041,p/st
84081049,p/st
84081051,p/st
84081059,p/st
84081061,p/st
84081069,p/st
84081071,p/st
84081079,p/st
84081081,p/st
84081089,p/st
84081091,p/st
84081099,p/st
84082010,p/st
84082031,p/st
84082035,p/st
84082037,p/st
84082051,p/st
84082055,p/st
84082057,p/st
84082099,p/st
84089021,p/st
84089027,p/st
84089041,p/st
84089043,p/st
84089045,p/st
84089047,p/st
84089061,p/st
84089065,p/st
84089067,p/st
84089081,p/st
84089085,p/st
84089089,p/st
84091000,-
84099100,-
84099900,-
84101100,-
84101200,-
84101300,-
84109000,-
84111100,p/st
84111210,p/st
84111230,p/st
84111280,p/st
84112100,p/st
84112220,p/st
84112280,p/st
84118100,p/st
84118220,p/st
84118260,p/st
84118280,p/st
84119100,-
84119900,-
84121000,p/st
84122120,-
84122180,-
84122920,-
84122981,-
84122989,-
84123100,-
84123900,-
84128010,-
84128080,-
84129020,-
84129040,-
84129080,-
84131100,p/st
84131900,p/st
84132000,p/st
84133020,p/st
84133080,p/st
84134000,p/st
84135020,-
84135040,p/st
84135061,p/st
84135069,p/st
84135080,p/st
84136020,-
84136031,p/st
84136039,p/st
84136061,p/st
84136069,p/st
84136070,p/st
84136080,p/st
84137021,p/st
84137029,p/st
84137030,p/st
84137035,p/st
84137045,p/st
84137051,p/st
84137059,p/st
84137065,p/st
84137075,p/st
84137081,p/st
84137089,p/st
84138100,p/st
84138200,p/st
84139100,-
84139200,-
84141020,p/st
84141025,p/st
84141081,p/st
84141089,p/st
84142020,p/st
84142080,p/st
84143020,p/st
84143081,p/st
84143089,p/st
84144010,p/st
84144090,p/st
84145100,p/st
84145920,p/st
84145940,p/st
84145980,p/st
84146000,p/st
84148011,p/st
84148019,p/st
84148022,p/st
84148028,p/st
84148051,p/st
84148059,p/st
84148073,p/st
84148075,p/st
84148078,p/st
84148080,p/st
84149000,-
84151010,-
84151090,-
84152000,-
84158100,-
84158200,-
84158300,-
84159000,-
84161010,p/st
84161090,p/st
84162010,p/st
84162020,p/st
84162080,-
84163000,-
84169000,-
84171000,-
84172010,-
84172090,-
84178030,p/st
84178050,p/st
84178070,-
84179000,-
84181020,p/st
84181080,p/st
84182110,p/st
84182151,p/st
84182159,p/st
84182191,p/st
84182199,p/st
84182900,p/st
84183020,p/st
84183080,p/st
84184020,p/st
84184080,p/st
84185011,p/st
84185019,p/st
84185090,p/st
84186100,-
84186900,-
84189100,-
84189910,-
84189990,-
84191100,-
84191900,-
84192000,-
84193100,-
84193200,-
84193900,-
84194000,-
84195000,-
84196000,-
84198120,-
84198180,-
84198910,-
84198930,-
84198998,-
84199015,-
84199085,-
84201010,-
84201030,-
84201080,-
84209110,-
84209180,-
84209900,-
84211100,-
84211200,p/st
84211920,-
84211970,-
84212100,-
84212200,-
84212300,-
84212900,-
84213100,-
84213920,-
84213960,-
84213980,-
84219100,-
84219900,-
84221100,p/st
84221900,p/st
84222000,-
84223000,-
84224000,-
84229010,-
84229090,-
84231010,p/st
84231090,p/st
84232000,p/st
84233000,p/st
84238110,p/st
84238130,p/st
84238150,p/st
84238190,p/st
84238210,p/st
84238290,p/st
84238900,p/st
84239000,-
84241000,-
84242000,-
84243001,p/st
84243008,p/st
84243010,-
84243090,-
84248110,-
84248130,p/st
84248191,p/st
84248199,p/st
84248900,-
84249000,-
84251100,p/st
84251900,p/st
84253100,p/st
84253900,p/st
84254100,p/st
84254200,p/st
84254900,p/st
84261100,-
84261200,-
84261900,-
84262000,-
84263000,-
84264100,-
84264900,-
84269110,p/st
84269190,-
84269900,-
84271010,p/st
84271090,p/st
84272011,p/st
84272019,p/st
84272090,p/st
84279000,p/st
84281020,-
84281080,-
84282020,-
84282080,-
84283100,-
84283200,-
84283300,-
84283920,-
84283990,-
84284000,-
84286000,-
84289071,-
84289079,-
84289090,-
84291100,p/st
84291900,p/st
84292000,p/st
84293000,p/st
84294010,p/st
84294030,p/st
84294090,p/st
84295110,p/st
84295191,p/st
84295199,p/st
84295210,p/st
84295290,p/st
84295900,p/st
84301000,p/st
84302000,p/st
84303100,-
84303900,-
84304100,-
84304900,-
84305000,-
84306100,p/st
84306900,-
84311000,-
84312000,-
84313100,-
84313900,-
84314100,-
84314200,-
84314300,-
84314920,-
84314980,-
84321000,p/st
84322100,p/st
84322910,p/st
84322930,p/st
84322950,p/st
84322990,p/st
84323011,p/st
84323019,p/st
84323090,p/st
84324010,p/st
84324090,p/st
84328000,-
84329000,-
84331110,p/st
84331151,p/st
84331159,p/st
84331190,p/st
84331910,p/st
84331951,p/st
84331959,p/st
84331970,p/st
84331990,p/st
84332010,p/st
84332050,p/st
84332090,p/st
84333000,p/st
84334000,p/st
84335100,p/st
84335200,p/st
84335310,p/st
84335330,p/st
84335390,p/st
84335911,p/st
84335919,p/st
84335985,p/st
84336000,-
84339000,-
84341000,-
84342000,-
84349000,-
84351000,-
84359000,-
84361000,-
84362100,-
84362900,-
84368010,p/st
84368090,-
84369100,-
84369900,-
84371000,p/st
84378000,-
84379000,-
84381010,-
84381090,-
84382000,-
84383000,-
84384000,-
84385000,-
84386000,-
84388010,-
84388091,-
84388099,-
84389000,-
84391000,-
84392000,-
84393000,-
84399100,-
84399900,-
84401010,-
84401020,-
84401030,-
84401040,-
84401090,-
84409000,-
84411010,-
84411020,-
84411030,-
84411070,-
84412000,-
84413000,-
84414000,-
84418000,-
84419010,-
84419090,-
84423010,p/st
84423091,p/st
84423099,-
84424000,-
84425020,-
84425080,-
84431100,p/st
84431200,p/st
84431310,p/st
84431331,p/st
84431335,p/st
84431339,p/st
84431390,p/st
84431400,p/st
84431500,p/st
84431600,p/st
84431700,p/st
84431920,p/st
84431940,p/st
84431970,p/st
84433120,p/st
84433180,p/st
84433210,p/st
84433230,p/st
84433291,p/st
84433293,p/st
84433299,p/st
84433910,p/st
84433931,p/st
84433939,p/st
84433990,p/st
84439110,-
84439191,-
84439199,-
84439910,-
84439990,-
84440010,p/st
84440090,p/st
84451100,p/st
84451200,p/st
84451300,p/st
84451900,p/st
84452000,p/st
84453000,p/st
84454000,p/st
84459000,p/st
84461000,p/st
84462100,p/st
84462900,p/st
84463000,p/st
84471100,p/st
84471200,p/st
84472020,p/st
84472080,p/st
84479000,p/st
84481100,-
84481900,-
84482000,-
84483100,-
84483200,-
84483300,-
84483900,-
84484200,-
84484900,-
84485110,-
84485190,-
84485900,-
84490000,-
84501111,p/st
84501119,p/st
84501190,p/st
84501200,p/st
84501900,p/st
84502000,p/st
84509000,-
84511000,-
84512100,-
84512900,-
84513000,p/st
84514000,-
84515000,-
84518010,-
84518030,-
84518080,-
84519000,-
84521011,p/st
84521019,p/st
84521090,p/st
84522100,p/st
84522900,p/st
84523000,1000 p/st
84529000,-
84531000,-
84532000,-
84538000,-
84539000,-
84541000,-
84542000,-
84543010,-
84543090,-
84549000,-
84551000,-
84552100,-
84552200,-
84553010,-
84553031,-
84553039,-
84553090,-
84559000,-
84561000,p/st
84562000,p/st
84563011,p/st
84563019,p/st
84563090,p/st
84569020,p/st
84569080,p/st
84571010,p/st
84571090,p/st
84572000,p/st
84573010,p/st
84573090,p/st
84581120,p/st
84581141,p/st
84581149,p/st
84581180,p/st
84581900,p/st
84589120,p/st
84589180,p/st
84589900,p/st
84591000,p/st
84592100,p/st
84592900,p/st
84593100,p/st
84593900,p/st
84594010,p/st
84594090,p/st
84595100,p/st
84595900,p/st
84596110,p/st
84596190,p/st
84596910,p/st
84596990,p/st
84597000,p/st
84601100,p/st
84601900,p/st
84602111,p/st
84602115,p/st
84602119,p/st
84602190,p/st
84602910,p/st
84602990,p/st
84603100,p/st
84603900,p/st
84604010,p/st
84604090,p/st
84609010,p/st
84609090,p/st
84612000,p/st
84613010,p/st
84613090,p/st
84614011,p/st
84614019,p/st
84614031,p/st
84614039,p/st
84614071,p/st
84614079,p/st
84614090,p/st
84615011,p/st
84615019,p/st
84615090,p/st
84619000,p/st
84621010,p/st
84621090,p/st
84622110,p/st
84622180,p/st
84622910,p/st
84622991,p/st
84622998,p/st
84623100,p/st
84623910,p/st
84623991,p/st
84623999,p/st
84624110,p/st
84624190,p/st
84624910,p/st
84624990,p/st
84629120,p/st
84629180,p/st
84629920,p/st
84629980,p/st
84631010,p/st
84631090,p/st
84632000,p/st
84633000,p/st
84639000,p/st
84641000,p/st
84642011,p/st
84642019,-
84642080,-
84649000,-
84651010,p/st
84651090,p/st
84659110,p/st
84659120,p/st
84659190,p/st
84659200,p/st
84659300,p/st
84659400,p/st
84659500,p/st
84659600,p/st
84659900,p/st
84661020,-
84661031,-
84661038,-
84661080,-
84662020,-
84662091,-
84662098,-
84663000,-
84669120,-
84669195,-
84669220,-
84669280,-
84669330,-
84669370,-
84669400,-
84671110,-
84671190,-
84671900,-
84672110,p/st
84672191,p/st
84672199,p/st
84672210,p/st
84672230,p/st
84672290,p/st
84672920,p/st
84672951,p/st
84672953,p/st
84672959,p/st
84672970,p/st
84672980,p/st
84672985,p/st
84678100,p/st
84678900,-
84679100,-
84679200,-
84679900,-
84681000,-
84682000,-
84688000,-
84689000,-
84690010,p/st
84690091,p/st
84690099,p/st
84701000,p/st
84702100,p/st
84702900,p/st
84703000,p/st
84705000,p/st
84709000,p/st
84713000,p/st
84714100,p/st
84714900,p/st
84715000,p/st
84716060,p/st
84716070,p/st
84717020,p/st
84717030,p/st
84717050,p/st
84717070,p/st
84717080,p/st
84717098,p/st
84718000,p/st
84719000,p/st
84721000,p/st
84723000,p/st
84729010,p/st
84729030,p/st
84729070,-
84731011,-
84731019,-
84731090,-
84732110,-
84732190,-
84732910,-
84732990,-
84733020,-
84733080,-
84734011,-
84734018,-
84734080,-
84735020,-
84735080,-
84741000,-
84742000,-
84743100,-
84743200,-
84743900,-
84748010,-
84748090,-
84749010,-
84749090,-
84751000,-
84752100,-
84752900,-
84759000,-
84762100,p/st
84762900,p/st
84768100,p/st
84768900,p/st
84769000,-
84771000,p/st
84772000,p/st
84773000,p/st
84774000,p/st
84775100,p/st
84775910,p/st
84775980,p/st
84778011,p/st
84778019,p/st
84778091,p/st
84778093,p/st
84778095,p/st
84778099,-
84779010,-
84779080,-
84781000,-
84789000,-
84791000,-
84792000,-
84793010,-
84793090,-
84794000,p/st
84795000,-
84796000,-
84797100,-
84797900,-
84798100,-
84798200,-
84798930,-
84798960,-
84798997,-
84799020,-
84799080,-
84801000,-
84802000,-
84803010,-
84803090,-
84804100,-
84804900,-
84805000,-
84806000,-
84807100,-
84807900,-
84811005,-
84811019,-
84811099,-
84812010,-
84812090,-
84813091,-
84813099,-
84814010,-
84814090,-
84818011,-
84818019,-
84818031,-
84818039,-
84818040,-
84818051,-
84818059,-
84818061,-
84818063,-
84818069,-
84818071,-
84818073,-
84818079,-
84818081,-
84818085,-
84818087,-
84818099,-
84819000,-
84821010,-
84821090,-
84822000,-
84823000,-
84824000,-
84825000,-
84828000,-
84829110,-
84829190,-
84829900,-
84831021,-
84831025,-
84831029,-
84831050,-
84831095,-
84832000,-
84833032,-
84833038,-
84833080,-
84834021,-
84834023,-
84834025,-
84834029,-
84834030,-
84834051,-
84834059,-
84834090,-
84835020,-
84835080,-
84836020,-
84836080,-
84839020,-
84839081,-
84839089,-
84841000,-
84842000,-
84849000,-
84861000,-
84862010,p/st
84862090,-
84863010,-
84863030,-
84863050,-
84863090,-
84864000,-
84869010,-
84869020,-
84869030,-
84869040,-
84869050,-
84869060,-
84869070,-
84869090,-
84871010,p/st
84871090,p/st
84879040,-
84879051,-
84879057,-
84879059,-
84879090,-
85011010,p/st
85011091,p/st
85011093,p/st
85011099,p/st
85012000,p/st
85013100,p/st
85013200,p/st
85013300,p/st
85013400,p/st
85014020,p/st
85014080,p/st
85015100,p/st
85015220,p/st
85015230,p/st
85015290,p/st
85015350,p/st
85015381,p/st
85015394,p/st
85015399,p/st
85016120,p/st
85016180,p/st
85016200,p/st
85016300,p/st
85016400,p/st
85021120,p/st
85021180,p/st
85021200,p/st
85021320,p/st
85021340,p/st
85021380,p/st
85022020,p/st
85022040,p/st
85022060,p/st
85022080,p/st
85023100,p/st
85023920,p/st
85023980,p/st
85024000,p/st
85030010,-
85030091,-
85030099,-
85041020,p/st
85041080,p/st
85042100,p/st
85042210,p/st
85042290,p/st
85042300,p/st
85043121,p/st
85043129,p/st
85043180,p/st
85043200,p/st
85043300,p/st
85043400,p/st
85044030,p/st
85044055,p/st
85044082,-
85044084,-
85044088,-
85044090,-
85045020,-
85045095,-
85049005,-
85049011,-
85049018,-
85049091,-
85049099,-
85051100,-
85051910,-
85051990,-
85052000,-
85059020,-
85059050,-
85059090,-
85061011,p/st
85061018,p/st
85061091,p/st
85061098,p/st
85063000,p/st
85064000,p/st
85065010,p/st
85065030,p/st
85065090,p/st
85066000,p/st
85068005,p/st
85068080,p/st
85069000,-
85071020,p/st
85071080,p/st
85072020,ce/el
85072080,ce/el
85073020,p/st
85073080,ce/el
85074000,p/st
85075000,p/st
85076000,p/st
85078000,p/st
85079030,-
85079080,-
85081100,p/st
85081900,p/st
85086000,p/st
85087000,-
85094000,p/st
85098000,-
85099000,-
85101000,p/st
85102000,p/st
85103000,p/st
85109000,-
85111000,-
85112000,-
85113000,-
85114000,-
85115000,-
85118000,-
85119000,-
85121000,-
85122000,-
85123010,p/st
85123090,-
85124000,-
85129010,-
85129090,-
85131000,-
85139000,-
85141010,p/st
85141080,p/st
85142010,p/st
85142080,p/st
85143000,p/st
85144000,p/st
85149000,-
85151100,-
85151900,-
85152100,-
85152900,-
85153100,-
85153913,-
85153918,-
85153990,-
85158010,p/st
85158090,p/st
85159000,-
85161011,p/st
85161080,p/st
85162100,p/st
85162910,p/st
85162950,p/st
85162991,p/st
85162999,p/st
85163100,p/st
85163200,-
85163300,p/st
85164000,p/st
85165000,p/st
85166010,p/st
85166050,p/st
85166070,p/st
85166080,p/st
85166090,p/st
85167100,p/st
85167200,p/st
85167920,p/st
85167970,p/st
85168020,-
85168080,-
85169000,-
85171100,p/st
85171200,p/st
85171800,-
85176100,p/st
85176200,-
85176910,p/st
85176920,-
85176931,p/st
85176939,p/st
85176990,-
85177011,-
85177015,-
85177019,-
85177090,-
85181030,-
85181095,-
85182100,p/st
85182200,p/st
85182930,p/st
85182995,p/st
85183020,-
85183095,-
85184030,-
85184080,p/st
85185000,p/st
85189000,-
85192010,p/st
85192091,p/st
85192099,p/st
85193000,p/st
85195000,p/st
85198111,p/st
85198115,p/st
85198121,p/st
85198125,p/st
85198131,p/st
85198135,p/st
85198145,p/st
85198151,p/st
85198155,p/st
85198161,p/st
85198165,p/st
85198175,p/st
85198181,p/st
85198185,p/st
85198195,p/st
85198911,p/st
85198915,p/st
85198919,p/st
85198990,p/st
85211020,p/st
85211095,p/st
85219000,p/st
85221000,-
85229030,-
85229041,-
85229049,-
85229070,-
85229080,-
85232100,p/st
85232915,p/st
85232931,p/st
85232933,p/st
85232939,p/st
85232990,-
85234110,p/st
85234130,p/st
85234190,-
85234925,p/st
85234931,p/st
85234939,p/st
85234945,p/st
85234951,p/st
85234959,p/st
85234991,p/st
85234993,p/st
85234999,p/st
85235110,p/st
85235191,p/st
85235193,p/st
85235199,p/st
85235210,p/st
85235290,p/st
85235910,p/st
85235991,p/st
85235993,p/st
85235999,p/st
85238010,-
85238091,-
85238093,-
85238099,-
85255000,p/st
85256000,p/st
85258011,p/st
85258019,p/st
85258030,p/st
85258091,p/st
85258099,p/st
85261000,-
85269120,p/st
85269180,-
85269200,-
85271210,p/st
85271290,p/st
85271310,p/st
85271391,p/st
85271399,p/st
85271900,p/st
85272120,p/st
85272152,p/st
85272159,p/st
85272170,p/st
85272192,p/st
85272198,p/st
85272900,p/st
85279111,p/st
85279119,p/st
85279135,p/st
85279191,p/st
85279199,p/st
85279210,p/st
85279290,p/st
85279900,p/st
85284100,p/st
85284910,p/st
85284980,p/st
85285100,p/st
85285920,p/st
85285931,p/st
85285939,p/st
85285970,p/st
85286100,p/st
85286910,p/st
85286991,p/st
85286999,p/st
85287111,p/st
85287115,p/st
85287119,p/st
85287191,p/st
85287199,p/st
85287210,p/st
85287220,p/st
85287230,p/st
85287240,p/st
85287260,p/st
85287280,p/st
85287300,p/st
85291011,-
85291031,-
85291039,-
85291065,-
85291069,-
85291080,-
85291095,-
85299020,-
85299041,-
85299049,-
85299065,-
85299092,-
85299097,-
85301000,-
85308000,-
85309000,-
85311030,p/st
85311095,p/st
85312020,-
85312040,-
85312095,-
85318020,-
85318095,-
85319020,-
85319085,-
85321000,-
85322100,-
85322200,-
85322300,-
85322400,-
85322500,-
85322900,-
85323000,-
85329000,-
85331000,-
85332100,-
85332900,-
85333100,-
85333900,-
85334010,-
85334090,-
85339000,-
85340011,-
85340019,-
85340090,-
85351000,-
85352100,-
85352900,-
85353010,-
85353090,-
85354000,-
85359000,-
85361010,-
85361050,-
85361090,-
85362010,-
85362090,-
85363010,-
85363030,-
85363090,-
85364110,-
85364190,-
85364900,-
85365003,-
85365005,-
85365007,-
85365011,-
85365015,-
85365019,-
85365080,-
85366110,-
85366190,-
85366910,-
85366930,-
85366990,-
85367000,-
85369001,-
85369010,-
85369020,-
85369085,-
85371010,-
85371091,-
85371099,-
85372091,-
85372099,-
85381000,-
85389011,-
85389019,-
85389091,-
85389099,-
85391000,p/st
85392130,p/st
85392192,p/st
85392198,p/st
85392210,p/st
85392290,p/st
85392930,p/st
85392992,p/st
85392998,p/st
85393110,p/st
85393190,p/st
85393220,p/st
85393290,p/st
85393900,p/st
85394100,p/st
85394900,p/st
85399010,-
85399090,-
85401100,p/st
85401200,p/st
85402010,p/st
85402080,p/st
85404000,p/st
85406000,p/st
85407100,p/st
85407900,p/st
85408100,p/st
85408900,p/st
85409100,-
85409900,-
85411000,-
85412100,-
85412900,-
85413000,-
85414010,-
85414090,-
85415000,-
85416000,-
85419000,-
85423110,-
85423190,-
85423210,-
85423231,p/st
85423239,p/st
85423245,p/st
85423255,p/st
85423261,p/st
85423269,p/st
85423275,p/st
85423290,-
85423300,-
85423910,-
85423990,-
85429000,-
85431000,-
85432000,-
85433000,-
85437010,-
85437030,-
85437050,p/st
85437060,-
85437090,-
85439000,-
85441110,-
85441190,-
85441900,-
85442000,-
85443000,-
85444210,-
85444290,-
85444920,-
85444991,-
85444993,-
85444995,-
85444999,-
85446010,-
85446090,-
85447000,-
85451100,-
85451900,-
85452000,-
85459010,-
85459090,-
85461000,-
85462000,-
85469010,-
85469090,-
85471000,-
85472000,-
85479000,-
85481010,p/st
85481021,-
85481029,-
85481091,-
85481099,-
85489020,-
85489090,-
86011000,p/st
86012000,p/st
86021000,-
86029000,-
86031000,p/st
86039000,p/st
86040000,p/st
86050000,p/st
86061000,p/st
86063000,p/st
86069110,p/st
86069180,p/st
86069200,p/st
86069900,p/st
86071100,-
86071200,-
86071910,-
86071990,-
86072110,-
86072190,-
86072900,-
86073000,-
86079110,-
86079190,-
86079910,-
86079980,-
86080000,-
86090010,p/st
86090090,p/st
87011000,p/st
87012010,p/st
87012090,p/st
87013000,p/st
87019011,p/st
87019020,p/st
87019025,p/st
87019031,p/st
87019035,p/st
87019039,p/st
87019050,p/st
87019090,p/st
87021011,p/st
87021019,p/st
87021091,p/st
87021099,p/st
87029011,p/st
87029019,p/st
87029031,p/st
87029039,p/st
87029090,p/st
87031011,p/st
87031018,p/st
87032110,p/st
87032190,p/st
87032210,p/st
87032290,p/st
87032311,p/st
87032319,p/st
87032390,p/st
87032410,p/st
87032490,p/st
87033110,p/st
87033190,p/st
87033211,p/st
87033219,p/st
87033290,p/st
87033311,p/st
87033319,p/st
87033390,p/st
87039010,p/st
87039090,p/st
